Country,ds,y_tst,yhat,level_1,adjustment_Forecasts_test,final_prediction
Monaco,1983-01-01,,,,,
Montenegro,1983-01-01,,,,,
Netherlands,1983-01-01,,,,,
New Zealand,1983-01-01,,,,,
Northern Mariana Islands,1983-01-01,,,,,
Norway,1983-01-01,,,,,
Poland,1983-01-01,,,,,
Portugal,1983-01-01,,,,,
Puerto Rico,1983-01-01,,,,,
Romania,1983-01-01,,,,,
Saint Barthlemy,1983-01-01,,,,,
Saint Helena,1983-01-01,,,,,
Saint Martin (French part),1983-01-01,,,,,
Saint Pierre and Miquelon,1983-01-01,,,,,
San Marino,1983-01-01,,,,,
Serbia,1983-01-01,,,,,
Singapore,1983-01-01,,,,,
Sint Maarten (Dutch part),1983-01-01,,,,,
Slovakia,1983-01-01,,,,,
Slovenia,1983-01-01,,,,,
Spain,1983-01-01,,,,,
Sweden,1983-01-01,,,,,
Switzerland,1983-01-01,,,,,
Taiwan,1983-01-01,,,,,
Ukraine,1983-01-01,,,,,
United Kingdom,1983-01-01,,,,,
United States,1983-01-01,,,,,
United States Virgin Islands,1983-01-01,,,,,
Uruguay,1983-01-01,,,,,
Vatican,1983-01-01,,,,,
American Samoa,1984-01-01,,,,,
Andorra,1984-01-01,,,,,
Antigua and Barbuda,1984-01-01,,,,,
Argentina,1984-01-01,,,,,
Aruba,1984-01-01,,,,,
Australia,1984-01-01,,,,,
Austria,1984-01-01,,,,,
Barbados,1984-01-01,,,,,
Belarus,1984-01-01,,,,,
Belgium,1984-01-01,,,,,
Bermuda,1984-01-01,,,,,
Bonaire Sint Eustatius and Saba,1984-01-01,,,,,
Bulgaria,1984-01-01,,,,,
Canada,1984-01-01,,,,,
Costa Rica,1984-01-01,,,,,
Croatia,1984-01-01,,,,,
Cuba,1984-01-01,,,,,
Curacao,1984-01-01,,,,,
Cyprus,1984-01-01,,,,,
Czechia,1984-01-01,,,,,
Denmark,1984-01-01,,,,,
Estonia,1984-01-01,,,,,
Faeroe Islands,1984-01-01,,,,,
Finland,1984-01-01,,,,,
France,1984-01-01,,,,,
Germany,1984-01-01,,,,,
Gibraltar,1984-01-01,,,,,
Greece,1984-01-01,,,,,
Guernsey,1984-01-01,,,,,
Hong Kong,1984-01-01,,,,,
Hungary,1984-01-01,,,,,
Iceland,1984-01-01,,,,,
Ireland,1984-01-01,,,,,
Isle of Man,1984-01-01,,,,,
Israel,1984-01-01,,,,,
Italy,1984-01-01,,,,,
Japan,1984-01-01,,,,,
Jersey,1984-01-01,,,,,
Latvia,1984-01-01,,,,,
Liechtenstein,1984-01-01,,,,,
Lithuania,1984-01-01,,,,,
Luxembourg,1984-01-01,,,,,
Macao,1984-01-01,,,,,
Malta,1984-01-01,,,,,
Martinique,1984-01-01,,,,,
Monaco,1984-01-01,,,,,
Montenegro,1984-01-01,,,,,
Netherlands,1984-01-01,,,,,
New Zealand,1984-01-01,,,,,
Northern Mariana Islands,1984-01-01,,,,,
Norway,1984-01-01,,,,,
Poland,1984-01-01,,,,,
Portugal,1984-01-01,,,,,
Puerto Rico,1984-01-01,,,,,
Romania,1984-01-01,,,,,
Saint Barthlemy,1984-01-01,,,,,
Saint Helena,1984-01-01,,,,,
Saint Martin (French part),1984-01-01,,,,,
Saint Pierre and Miquelon,1984-01-01,,,,,
San Marino,1984-01-01,,,,,
Serbia,1984-01-01,,,,,
Singapore,1984-01-01,,,,,
Sint Maarten (Dutch part),1984-01-01,,,,,
Slovakia,1984-01-01,,,,,
Slovenia,1984-01-01,,,,,
Spain,1984-01-01,,,,,
Sweden,1984-01-01,,,,,
Switzerland,1984-01-01,,,,,
Taiwan,1984-01-01,,,,,
Ukraine,1984-01-01,,,,,
United Kingdom,1984-01-01,,,,,
United States,1984-01-01,,,,,
United States Virgin Islands,1984-01-01,,,,,
Uruguay,1984-01-01,,,,,
Vatican,1984-01-01,,,,,
American Samoa,1985-01-01,,,,,
Andorra,1985-01-01,,,,,
Antigua and Barbuda,1985-01-01,,,,,
Argentina,1985-01-01,,,,,
Aruba,1985-01-01,,,,,
Australia,1985-01-01,,,,,
Austria,1985-01-01,,,,,
Barbados,1985-01-01,,,,,
Belarus,1985-01-01,,,,,
Belgium,1985-01-01,,,,,
Bermuda,1985-01-01,,,,,
Bonaire Sint Eustatius and Saba,1985-01-01,,,,,
Bulgaria,1985-01-01,,,,,
Canada,1985-01-01,,,,,
Costa Rica,1985-01-01,,,,,
Croatia,1985-01-01,,,,,
Cuba,1985-01-01,,,,,
Curacao,1985-01-01,,,,,
Cyprus,1985-01-01,,,,,
Czechia,1985-01-01,,,,,
Denmark,1985-01-01,,,,,
Estonia,1985-01-01,,,,,
Faeroe Islands,1985-01-01,,,,,
Finland,1985-01-01,,,,,
France,1985-01-01,,,,,
Germany,1985-01-01,,,,,
Gibraltar,1985-01-01,,,,,
Greece,1985-01-01,,,,,
Guernsey,1985-01-01,,,,,
Hong Kong,1985-01-01,,,,,
Hungary,1985-01-01,,,,,
Iceland,1985-01-01,,,,,
Ireland,1985-01-01,,,,,
Isle of Man,1985-01-01,,,,,
Israel,1985-01-01,,,,,
Italy,1985-01-01,,,,,
Japan,1985-01-01,,,,,
Jersey,1985-01-01,,,,,
Latvia,1985-01-01,,,,,
Liechtenstein,1985-01-01,,,,,
Lithuania,1985-01-01,,,,,
Luxembourg,1985-01-01,,,,,
Macao,1985-01-01,,,,,
Malta,1985-01-01,,,,,
Martinique,1985-01-01,,,,,
Monaco,1985-01-01,,,,,
Montenegro,1985-01-01,,,,,
Netherlands,1985-01-01,,,,,
New Zealand,1985-01-01,,,,,
Northern Mariana Islands,1985-01-01,,,,,
Norway,1985-01-01,,,,,
Poland,1985-01-01,,,,,
Portugal,1985-01-01,,,,,
Puerto Rico,1985-01-01,,,,,
Romania,1985-01-01,,,,,
Saint Barthlemy,1985-01-01,,,,,
Saint Helena,1985-01-01,,,,,
Saint Martin (French part),1985-01-01,,,,,
Saint Pierre and Miquelon,1985-01-01,,,,,
San Marino,1985-01-01,,,,,
Serbia,1985-01-01,,,,,
Singapore,1985-01-01,,,,,
Sint Maarten (Dutch part),1985-01-01,,,,,
Slovakia,1985-01-01,,,,,
Slovenia,1985-01-01,,,,,
Spain,1985-01-01,,,,,
Sweden,1985-01-01,,,,,
Switzerland,1985-01-01,,,,,
Taiwan,1985-01-01,,,,,
Ukraine,1985-01-01,,,,,
United Kingdom,1985-01-01,,,,,
United States,1985-01-01,,,,,
United States Virgin Islands,1985-01-01,,,,,
Uruguay,1985-01-01,,,,,
Vatican,1985-01-01,,,,,
American Samoa,1986-01-01,,,,,
Andorra,1986-01-01,,,,,
Antigua and Barbuda,1986-01-01,,,,,
Argentina,1986-01-01,,,,,
Aruba,1986-01-01,,,,,
Australia,1986-01-01,,,,,
Austria,1986-01-01,,,,,
Barbados,1986-01-01,,,,,
Belarus,1986-01-01,,,,,
Belgium,1986-01-01,,,,,
Bermuda,1986-01-01,,,,,
Bonaire Sint Eustatius and Saba,1986-01-01,,,,,
Bulgaria,1986-01-01,,,,,
Canada,1986-01-01,,,,,
Costa Rica,1986-01-01,,,,,
Croatia,1986-01-01,,,,,
Cuba,1986-01-01,,,,,
Curacao,1986-01-01,,,,,
Cyprus,1986-01-01,,,,,
Czechia,1986-01-01,,,,,
Denmark,1986-01-01,,,,,
Estonia,1986-01-01,,,,,
Faeroe Islands,1986-01-01,,,,,
Finland,1986-01-01,,,,,
France,1986-01-01,,,,,
Germany,1986-01-01,,,,,
Gibraltar,1986-01-01,,,,,
Greece,1986-01-01,,,,,
Guernsey,1986-01-01,,,,,
Hong Kong,1986-01-01,,,,,
Hungary,1986-01-01,,,,,
Iceland,1986-01-01,,,,,
Ireland,1986-01-01,,,,,
Isle of Man,1986-01-01,,,,,
Israel,1986-01-01,,,,,
Italy,1986-01-01,,,,,
Japan,1986-01-01,,,,,
Jersey,1986-01-01,,,,,
Latvia,1986-01-01,,,,,
Liechtenstein,1986-01-01,,,,,
Lithuania,1986-01-01,,,,,
Luxembourg,1986-01-01,,,,,
Macao,1986-01-01,,,,,
Malta,1986-01-01,,,,,
Martinique,1986-01-01,,,,,
Monaco,1986-01-01,,,,,
Montenegro,1986-01-01,,,,,
Netherlands,1986-01-01,,,,,
New Zealand,1986-01-01,,,,,
Northern Mariana Islands,1986-01-01,,,,,
Norway,1986-01-01,,,,,
Poland,1986-01-01,,,,,
Portugal,1986-01-01,,,,,
Puerto Rico,1986-01-01,,,,,
Romania,1986-01-01,,,,,
Saint Barthlemy,1986-01-01,,,,,
Saint Helena,1986-01-01,,,,,
Saint Martin (French part),1986-01-01,,,,,
Saint Pierre and Miquelon,1986-01-01,,,,,
San Marino,1986-01-01,,,,,
Serbia,1986-01-01,,,,,
Singapore,1986-01-01,,,,,
Sint Maarten (Dutch part),1986-01-01,,,,,
Slovakia,1986-01-01,,,,,
Slovenia,1986-01-01,,,,,
Spain,1986-01-01,,,,,
Sweden,1986-01-01,,,,,
Switzerland,1986-01-01,,,,,
Taiwan,1986-01-01,,,,,
Ukraine,1986-01-01,,,,,
United Kingdom,1986-01-01,,,,,
United States,1986-01-01,,,,,
United States Virgin Islands,1986-01-01,,,,,
Uruguay,1986-01-01,,,,,
Vatican,1986-01-01,,,,,
American Samoa,1987-01-01,,,,,
Andorra,1987-01-01,,,,,
Antigua and Barbuda,1987-01-01,,,,,
Argentina,1987-01-01,,,,,
Aruba,1987-01-01,,,,,
Australia,1987-01-01,,,,,
Austria,1987-01-01,,,,,
Barbados,1987-01-01,,,,,
Belarus,1987-01-01,,,,,
Belgium,1987-01-01,,,,,
Bermuda,1987-01-01,,,,,
Bonaire Sint Eustatius and Saba,1987-01-01,,,,,
Bulgaria,1987-01-01,,,,,
Canada,1987-01-01,,,,,
Costa Rica,1987-01-01,,,,,
Croatia,1987-01-01,,,,,
Cuba,1987-01-01,,,,,
Curacao,1987-01-01,,,,,
Cyprus,1987-01-01,,,,,
Czechia,1987-01-01,,,,,
Denmark,1987-01-01,,,,,
Estonia,1987-01-01,,,,,
Faeroe Islands,1987-01-01,,,,,
Finland,1987-01-01,,,,,
France,1987-01-01,,,,,
Germany,1987-01-01,,,,,
Gibraltar,1987-01-01,,,,,
Greece,1987-01-01,,,,,
Guernsey,1987-01-01,,,,,
Hong Kong,1987-01-01,,,,,
Hungary,1987-01-01,,,,,
Iceland,1987-01-01,,,,,
Ireland,1987-01-01,,,,,
Isle of Man,1987-01-01,,,,,
Israel,1987-01-01,,,,,
Italy,1987-01-01,,,,,
Japan,1987-01-01,,,,,
Jersey,1987-01-01,,,,,
Latvia,1987-01-01,,,,,
Liechtenstein,1987-01-01,,,,,
Lithuania,1987-01-01,,,,,
Luxembourg,1987-01-01,,,,,
Macao,1987-01-01,,,,,
Malta,1987-01-01,,,,,
Martinique,1987-01-01,,,,,
Monaco,1987-01-01,,,,,
Montenegro,1987-01-01,,,,,
Netherlands,1987-01-01,,,,,
New Zealand,1987-01-01,,,,,
Northern Mariana Islands,1987-01-01,,,,,
Norway,1987-01-01,,,,,
Poland,1987-01-01,,,,,
Portugal,1987-01-01,,,,,
Puerto Rico,1987-01-01,,,,,
Romania,1987-01-01,,,,,
Saint Barthlemy,1987-01-01,,,,,
Saint Helena,1987-01-01,,,,,
Saint Martin (French part),1987-01-01,,,,,
Saint Pierre and Miquelon,1987-01-01,,,,,
San Marino,1987-01-01,,,,,
Serbia,1987-01-01,,,,,
Singapore,1987-01-01,,,,,
Sint Maarten (Dutch part),1987-01-01,,,,,
Slovakia,1987-01-01,,,,,
Slovenia,1987-01-01,,,,,
Spain,1987-01-01,,,,,
Sweden,1987-01-01,,,,,
Switzerland,1987-01-01,,,,,
Taiwan,1987-01-01,,,,,
Ukraine,1987-01-01,,,,,
United Kingdom,1987-01-01,,,,,
United States,1987-01-01,,,,,
United States Virgin Islands,1987-01-01,,,,,
Uruguay,1987-01-01,,,,,
Vatican,1987-01-01,,,,,
American Samoa,1988-01-01,,,,,
Andorra,1988-01-01,,,,,
Antigua and Barbuda,1988-01-01,,,,,
Argentina,1988-01-01,,,,,
Aruba,1988-01-01,,,,,
Australia,1988-01-01,,,,,
Austria,1988-01-01,,,,,
Barbados,1988-01-01,,,,,
Belarus,1988-01-01,,,,,
Belgium,1988-01-01,,,,,
Bermuda,1988-01-01,,,,,
Bonaire Sint Eustatius and Saba,1988-01-01,,,,,
Bulgaria,1988-01-01,,,,,
Canada,1988-01-01,,,,,
Costa Rica,1988-01-01,,,,,
Croatia,1988-01-01,,,,,
Cuba,1988-01-01,,,,,
Curacao,1988-01-01,,,,,
Cyprus,1988-01-01,,,,,
Czechia,1988-01-01,,,,,
Denmark,1988-01-01,,,,,
Estonia,1988-01-01,,,,,
Faeroe Islands,1988-01-01,,,,,
Finland,1988-01-01,,,,,
France,1988-01-01,,,,,
Germany,1988-01-01,,,,,
Gibraltar,1988-01-01,,,,,
Greece,1988-01-01,,,,,
Guernsey,1988-01-01,,,,,
Hong Kong,1988-01-01,,,,,
Hungary,1988-01-01,,,,,
Iceland,1988-01-01,,,,,
Ireland,1988-01-01,,,,,
Isle of Man,1988-01-01,,,,,
Israel,1988-01-01,,,,,
Italy,1988-01-01,,,,,
Japan,1988-01-01,,,,,
Jersey,1988-01-01,,,,,
Latvia,1988-01-01,,,,,
Liechtenstein,1988-01-01,,,,,
Lithuania,1988-01-01,,,,,
Luxembourg,1988-01-01,,,,,
Macao,1988-01-01,,,,,
Malta,1988-01-01,,,,,
Martinique,1988-01-01,,,,,
Monaco,1988-01-01,,,,,
Montenegro,1988-01-01,,,,,
Netherlands,1988-01-01,,,,,
New Zealand,1988-01-01,,,,,
Northern Mariana Islands,1988-01-01,,,,,
Norway,1988-01-01,,,,,
Poland,1988-01-01,,,,,
Portugal,1988-01-01,,,,,
Puerto Rico,1988-01-01,,,,,
Romania,1988-01-01,,,,,
Saint Barthlemy,1988-01-01,,,,,
Saint Helena,1988-01-01,,,,,
Saint Martin (French part),1988-01-01,,,,,
Saint Pierre and Miquelon,1988-01-01,,,,,
San Marino,1988-01-01,,,,,
Serbia,1988-01-01,,,,,
Singapore,1988-01-01,,,,,
Sint Maarten (Dutch part),1988-01-01,,,,,
Slovakia,1988-01-01,,,,,
Slovenia,1988-01-01,,,,,
Spain,1988-01-01,,,,,
Sweden,1988-01-01,,,,,
Switzerland,1988-01-01,,,,,
Taiwan,1988-01-01,,,,,
Ukraine,1988-01-01,,,,,
United Kingdom,1988-01-01,,,,,
United States,1988-01-01,,,,,
United States Virgin Islands,1988-01-01,,,,,
Uruguay,1988-01-01,,,,,
Vatican,1988-01-01,,,,,
American Samoa,1989-01-01,,,,,
Andorra,1989-01-01,,,,,
Antigua and Barbuda,1989-01-01,,,,,
Argentina,1989-01-01,,,,,
Aruba,1989-01-01,,,,,
Australia,1989-01-01,,,,,
Austria,1989-01-01,,,,,
Barbados,1989-01-01,,,,,
Belarus,1989-01-01,,,,,
Belgium,1989-01-01,,,,,
Bermuda,1989-01-01,,,,,
Bonaire Sint Eustatius and Saba,1989-01-01,,,,,
Bulgaria,1989-01-01,,,,,
Canada,1989-01-01,,,,,
Costa Rica,1989-01-01,,,,,
Croatia,1989-01-01,,,,,
Cuba,1989-01-01,,,,,
Curacao,1989-01-01,,,,,
Cyprus,1989-01-01,,,,,
Czechia,1989-01-01,,,,,
Denmark,1989-01-01,,,,,
Estonia,1989-01-01,,,,,
Faeroe Islands,1989-01-01,,,,,
Finland,1989-01-01,,,,,
France,1989-01-01,,,,,
Germany,1989-01-01,,,,,
Gibraltar,1989-01-01,,,,,
Greece,1989-01-01,,,,,
Guernsey,1989-01-01,,,,,
Hong Kong,1989-01-01,,,,,
Hungary,1989-01-01,,,,,
Iceland,1989-01-01,,,,,
Ireland,1989-01-01,,,,,
Isle of Man,1989-01-01,,,,,
Israel,1989-01-01,,,,,
Italy,1989-01-01,,,,,
Japan,1989-01-01,,,,,
Jersey,1989-01-01,,,,,
Latvia,1989-01-01,,,,,
Liechtenstein,1989-01-01,,,,,
Lithuania,1989-01-01,,,,,
Luxembourg,1989-01-01,,,,,
Macao,1989-01-01,,,,,
Malta,1989-01-01,,,,,
Martinique,1989-01-01,,,,,
Monaco,1989-01-01,,,,,
Montenegro,1989-01-01,,,,,
Netherlands,1989-01-01,,,,,
New Zealand,1989-01-01,,,,,
Northern Mariana Islands,1989-01-01,,,,,
Norway,1989-01-01,,,,,
Poland,1989-01-01,,,,,
Portugal,1989-01-01,,,,,
Puerto Rico,1989-01-01,,,,,
Romania,1989-01-01,,,,,
Saint Barthlemy,1989-01-01,,,,,
Saint Helena,1989-01-01,,,,,
Saint Martin (French part),1989-01-01,,,,,
Saint Pierre and Miquelon,1989-01-01,,,,,
San Marino,1989-01-01,,,,,
Serbia,1989-01-01,,,,,
Singapore,1989-01-01,,,,,
Sint Maarten (Dutch part),1989-01-01,,,,,
Slovakia,1989-01-01,,,,,
Slovenia,1989-01-01,,,,,
Spain,1989-01-01,,,,,
Sweden,1989-01-01,,,,,
Switzerland,1989-01-01,,,,,
Taiwan,1989-01-01,,,,,
Ukraine,1989-01-01,,,,,
United Kingdom,1989-01-01,,,,,
United States,1989-01-01,,,,,
United States Virgin Islands,1989-01-01,,,,,
Uruguay,1989-01-01,,,,,
Vatican,1989-01-01,,,,,
American Samoa,1990-01-01,,,,,
Andorra,1990-01-01,,,,,
Antigua and Barbuda,1990-01-01,,,,,
Argentina,1990-01-01,,,,,
Aruba,1990-01-01,,,,,
Australia,1990-01-01,,,,,
Austria,1990-01-01,,,,,
Barbados,1990-01-01,,,,,
Belarus,1990-01-01,,,,,
Belgium,1990-01-01,,,,,
Bermuda,1990-01-01,,,,,
Bonaire Sint Eustatius and Saba,1990-01-01,,,,,
Bulgaria,1990-01-01,,,,,
Canada,1990-01-01,,,,,
Costa Rica,1990-01-01,,,,,
Croatia,1990-01-01,,,,,
Cuba,1990-01-01,,,,,
Curacao,1990-01-01,,,,,
Cyprus,1990-01-01,,,,,
Czechia,1990-01-01,,,,,
Denmark,1990-01-01,,,,,
Estonia,1990-01-01,,,,,
Faeroe Islands,1990-01-01,,,,,
Finland,1990-01-01,,,,,
France,1990-01-01,,,,,
Germany,1990-01-01,,,,,
Gibraltar,1990-01-01,,,,,
Greece,1990-01-01,,,,,
Guernsey,1990-01-01,,,,,
Hong Kong,1990-01-01,,,,,
Hungary,1990-01-01,,,,,
Iceland,1990-01-01,,,,,
Ireland,1990-01-01,,,,,
Isle of Man,1990-01-01,,,,,
Israel,1990-01-01,,,,,
Italy,1990-01-01,,,,,
Japan,1990-01-01,,,,,
Jersey,1990-01-01,,,,,
Latvia,1990-01-01,,,,,
Liechtenstein,1990-01-01,,,,,
Lithuania,1990-01-01,,,,,
Luxembourg,1990-01-01,,,,,
Macao,1990-01-01,,,,,
Malta,1990-01-01,,,,,
Martinique,1990-01-01,,,,,
Monaco,1990-01-01,,,,,
Montenegro,1990-01-01,,,,,
Netherlands,1990-01-01,,,,,
New Zealand,1990-01-01,,,,,
Northern Mariana Islands,1990-01-01,,,,,
Norway,1990-01-01,,,,,
Poland,1990-01-01,,,,,
Portugal,1990-01-01,,,,,
Puerto Rico,1990-01-01,,,,,
Romania,1990-01-01,,,,,
Saint Barthlemy,1990-01-01,,,,,
Saint Helena,1990-01-01,,,,,
Saint Martin (French part),1990-01-01,,,,,
Saint Pierre and Miquelon,1990-01-01,,,,,
San Marino,1990-01-01,,,,,
Serbia,1990-01-01,,,,,
Singapore,1990-01-01,,,,,
Sint Maarten (Dutch part),1990-01-01,,,,,
Slovakia,1990-01-01,,,,,
Slovenia,1990-01-01,,,,,
Spain,1990-01-01,,,,,
Sweden,1990-01-01,,,,,
Switzerland,1990-01-01,,,,,
Taiwan,1990-01-01,,,,,
Ukraine,1990-01-01,,,,,
United Kingdom,1990-01-01,,,,,
United States,1990-01-01,,,,,
United States Virgin Islands,1990-01-01,,,,,
Uruguay,1990-01-01,,,,,
Vatican,1990-01-01,,,,,
American Samoa,1991-01-01,,,,,
Andorra,1991-01-01,,,,,
Antigua and Barbuda,1991-01-01,,,,,
Argentina,1991-01-01,,,,,
Aruba,1991-01-01,,,,,
Australia,1991-01-01,,,,,
Austria,1991-01-01,,,,,
Barbados,1991-01-01,,,,,
Belarus,1991-01-01,,,,,
Belgium,1991-01-01,,,,,
Bermuda,1991-01-01,,,,,
Bonaire Sint Eustatius and Saba,1991-01-01,,,,,
Bulgaria,1991-01-01,,,,,
Canada,1991-01-01,,,,,
Costa Rica,1991-01-01,,,,,
Croatia,1991-01-01,,,,,
Cuba,1991-01-01,,,,,
Curacao,1991-01-01,,,,,
Cyprus,1991-01-01,,,,,
Czechia,1991-01-01,,,,,
Denmark,1991-01-01,,,,,
Estonia,1991-01-01,,,,,
Faeroe Islands,1991-01-01,,,,,
Finland,1991-01-01,,,,,
France,1991-01-01,,,,,
Germany,1991-01-01,,,,,
Gibraltar,1991-01-01,,,,,
Greece,1991-01-01,,,,,
Guernsey,1991-01-01,,,,,
Hong Kong,1991-01-01,,,,,
Hungary,1991-01-01,,,,,
Iceland,1991-01-01,,,,,
Ireland,1991-01-01,,,,,
Isle of Man,1991-01-01,,,,,
Israel,1991-01-01,,,,,
Italy,1991-01-01,,,,,
Japan,1991-01-01,,,,,
Jersey,1991-01-01,,,,,
Latvia,1991-01-01,,,,,
Liechtenstein,1991-01-01,,,,,
Lithuania,1991-01-01,,,,,
Luxembourg,1991-01-01,,,,,
Macao,1991-01-01,,,,,
Malta,1991-01-01,,,,,
Martinique,1991-01-01,,,,,
Monaco,1991-01-01,,,,,
Montenegro,1991-01-01,,,,,
Netherlands,1991-01-01,,,,,
New Zealand,1991-01-01,,,,,
Northern Mariana Islands,1991-01-01,,,,,
Norway,1991-01-01,,,,,
Poland,1991-01-01,,,,,
Portugal,1991-01-01,,,,,
Puerto Rico,1991-01-01,,,,,
Romania,1991-01-01,,,,,
Saint Barthlemy,1991-01-01,,,,,
Saint Helena,1991-01-01,,,,,
Saint Martin (French part),1991-01-01,,,,,
Saint Pierre and Miquelon,1991-01-01,,,,,
San Marino,1991-01-01,,,,,
Serbia,1991-01-01,,,,,
Singapore,1991-01-01,,,,,
Sint Maarten (Dutch part),1991-01-01,,,,,
Slovakia,1991-01-01,,,,,
Slovenia,1991-01-01,,,,,
Spain,1991-01-01,,,,,
Sweden,1991-01-01,,,,,
Switzerland,1991-01-01,,,,,
Taiwan,1991-01-01,,,,,
Ukraine,1991-01-01,,,,,
United Kingdom,1991-01-01,,,,,
United States,1991-01-01,,,,,
United States Virgin Islands,1991-01-01,,,,,
Uruguay,1991-01-01,,,,,
Vatican,1991-01-01,,,,,
American Samoa,1992-01-01,,,,,
Andorra,1992-01-01,,,,,
Antigua and Barbuda,1992-01-01,,,,,
Argentina,1992-01-01,,,,,
Aruba,1992-01-01,,,,,
Australia,1992-01-01,,,,,
Austria,1992-01-01,,,,,
Barbados,1992-01-01,,,,,
Belarus,1992-01-01,,,,,
Belgium,1992-01-01,,,,,
Bermuda,1992-01-01,,,,,
Bonaire Sint Eustatius and Saba,1992-01-01,,,,,
Bulgaria,1992-01-01,,,,,
Canada,1992-01-01,,,,,
Costa Rica,1992-01-01,,,,,
Croatia,1992-01-01,,,,,
Cuba,1992-01-01,,,,,
Curacao,1992-01-01,,,,,
Cyprus,1992-01-01,,,,,
Czechia,1992-01-01,,,,,
Denmark,1992-01-01,,,,,
Estonia,1992-01-01,,,,,
Faeroe Islands,1992-01-01,,,,,
Finland,1992-01-01,,,,,
France,1992-01-01,,,,,
Germany,1992-01-01,,,,,
Gibraltar,1992-01-01,,,,,
Greece,1992-01-01,,,,,
Guernsey,1992-01-01,,,,,
Hong Kong,1992-01-01,,,,,
Hungary,1992-01-01,,,,,
Iceland,1992-01-01,,,,,
Ireland,1992-01-01,,,,,
Isle of Man,1992-01-01,,,,,
Israel,1992-01-01,,,,,
Italy,1992-01-01,,,,,
Japan,1992-01-01,,,,,
Jersey,1992-01-01,,,,,
Latvia,1992-01-01,,,,,
Liechtenstein,1992-01-01,,,,,
Lithuania,1992-01-01,,,,,
Luxembourg,1992-01-01,,,,,
Macao,1992-01-01,,,,,
Malta,1992-01-01,,,,,
Martinique,1992-01-01,,,,,
Monaco,1992-01-01,,,,,
Montenegro,1992-01-01,,,,,
Netherlands,1992-01-01,,,,,
New Zealand,1992-01-01,,,,,
Northern Mariana Islands,1992-01-01,,,,,
Norway,1992-01-01,,,,,
Poland,1992-01-01,,,,,
Portugal,1992-01-01,,,,,
Puerto Rico,1992-01-01,,,,,
Romania,1992-01-01,,,,,
Saint Barthlemy,1992-01-01,,,,,
Saint Helena,1992-01-01,,,,,
Saint Martin (French part),1992-01-01,,,,,
Saint Pierre and Miquelon,1992-01-01,,,,,
San Marino,1992-01-01,,,,,
Serbia,1992-01-01,,,,,
Singapore,1992-01-01,,,,,
Sint Maarten (Dutch part),1992-01-01,,,,,
Slovakia,1992-01-01,,,,,
Slovenia,1992-01-01,,,,,
Spain,1992-01-01,,,,,
Sweden,1992-01-01,,,,,
Switzerland,1992-01-01,,,,,
Taiwan,1992-01-01,,,,,
Ukraine,1992-01-01,,,,,
United Kingdom,1992-01-01,,,,,
United States,1992-01-01,,,,,
United States Virgin Islands,1992-01-01,,,,,
Uruguay,1992-01-01,,,,,
Vatican,1992-01-01,,,,,
American Samoa,1993-01-01,,,,,
Andorra,1993-01-01,,,,,
Antigua and Barbuda,1993-01-01,,,,,
Argentina,1993-01-01,,,,,
Aruba,1993-01-01,,,,,
Australia,1993-01-01,,,,,
Austria,1993-01-01,,,,,
Barbados,1993-01-01,,,,,
Belarus,1993-01-01,,,,,
Belgium,1993-01-01,,,,,
Bermuda,1993-01-01,,,,,
Bonaire Sint Eustatius and Saba,1993-01-01,,,,,
Bulgaria,1993-01-01,,,,,
Canada,1993-01-01,,,,,
Costa Rica,1993-01-01,,,,,
Croatia,1993-01-01,,,,,
Cuba,1993-01-01,,,,,
Curacao,1993-01-01,,,,,
Cyprus,1993-01-01,,,,,
Czechia,1993-01-01,,,,,
Denmark,1993-01-01,,,,,
Estonia,1993-01-01,,,,,
Faeroe Islands,1993-01-01,,,,,
Finland,1993-01-01,,,,,
France,1993-01-01,,,,,
Germany,1993-01-01,,,,,
Gibraltar,1993-01-01,,,,,
Greece,1993-01-01,,,,,
Guernsey,1993-01-01,,,,,
Hong Kong,1993-01-01,,,,,
Hungary,1993-01-01,,,,,
Iceland,1993-01-01,,,,,
Ireland,1993-01-01,,,,,
Isle of Man,1993-01-01,,,,,
Israel,1993-01-01,,,,,
Italy,1993-01-01,,,,,
Japan,1993-01-01,,,,,
Jersey,1993-01-01,,,,,
Latvia,1993-01-01,,,,,
Liechtenstein,1993-01-01,,,,,
Lithuania,1993-01-01,,,,,
Luxembourg,1993-01-01,,,,,
Macao,1993-01-01,,,,,
Malta,1993-01-01,,,,,
Martinique,1993-01-01,,,,,
Monaco,1993-01-01,,,,,
Montenegro,1993-01-01,,,,,
Netherlands,1993-01-01,,,,,
New Zealand,1993-01-01,,,,,
Northern Mariana Islands,1993-01-01,,,,,
Norway,1993-01-01,,,,,
Poland,1993-01-01,,,,,
Portugal,1993-01-01,,,,,
Puerto Rico,1993-01-01,,,,,
Romania,1993-01-01,,,,,
Saint Barthlemy,1993-01-01,,,,,
Saint Helena,1993-01-01,,,,,
Saint Martin (French part),1993-01-01,,,,,
Saint Pierre and Miquelon,1993-01-01,,,,,
San Marino,1993-01-01,,,,,
Serbia,1993-01-01,,,,,
Singapore,1993-01-01,,,,,
Sint Maarten (Dutch part),1993-01-01,,,,,
Slovakia,1993-01-01,,,,,
Slovenia,1993-01-01,,,,,
Spain,1993-01-01,,,,,
Sweden,1993-01-01,,,,,
Switzerland,1993-01-01,,,,,
